#Identifiant_A;Identifiant_R;Libellé_du_site;Caractéristique_du_site;Site_Acores_rattachement;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Latitude;Longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Dépôt_de_Chèque;Photocopieurs;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilté_Distributeur_de_billets_avec_prise_audio;Accessibilité_Présence_d_un_panneau_prioritaire;Accessibilité_Borne_sonore_en_état_de_fonctionnement;Accessibilité_Espace_de_circulation_intérieur_suffisant_pour_PMR;Accessibilité_Présence_d_un_espace_confidentiel_accessible_PMR;Accessibilité_Présence_d_un_GAB_externe_accessible_PMR;Accessibilité_Présence_d_un_guichet_surbaissé_ou_d_un_écritoire;Accessibilité_Présence_d_une_bande_de_guidage_au_sol;Accessibilité_Amplificateur_de_son_pour_malentendant;Accessibilité_Escalier_ou_dénivelé_accessible_au_malvoyant;Accessibilité_Pick_up_accessible_PMR;Accessibilité_Accessibilité_externe_déclarée_conforme_par_propriétaire;Accessibilité_Accessible_aux_personnes_handicapées_moteur;Accessibilité_Accessibilité_interne_déclarée_conforme_par_propriétaire;Accessibilité_Accueil_en_langue_des_signes
02372A;147890;FONTAINE ETOUPEFOUR AP;Agence postale communale;02237A;ALLEE DU STADE JULES QUESNEL;;;14790;FONTAINE ETOUPEFOUR;14274;FRANCE;49.145698;-0.455544;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02373A;147900;HEROUVILLE SAINT CLAIR MONTMO. AP;Agence postale communale;02279A;PLACE DES CANADIENS;CENTRE COMMERCIAL MONTMORENCY;;14200;HEROUVILLE ST CLAIR;14327;FRANCE;49.195097;-0.326121;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02378A;149200;CAEN VENDEUVRE BP;Bureau de Poste;;50 QUAI VENDEUVRE;;;14000;CAEN;14118;FRANCE;49.181694;-0.353459;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02382A;149240;CAEN GUERINIERE;Bureau de Poste;;18 PLACE DE LA LIBERTE; ; ;14000;CAEN;14118;FRANCE;49.160592346942;-0.342692658473;;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02384A;149270;CAEN GRACE DE DIEU BP;Bureau de Poste;;41 AVENUE PERE CHARLES DE FOUCAULD;;;14000;CAEN;14118;FRANCE;49.161492;-0.36152;Géocodé au numéro;3631;;Oui;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02385A;149300;OUISTREHAM BOURG AP;Agence postale communale;02279A;PLACE ALBERT LEMARIGNIER; HOTEL DE VILLE; ;14150;OUISTREHAM;14488;FRANCE;49.276082;-0.258888;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02386A;149310;TROUVILLE A AP;Agence postale communale;02261A;5 PLACE FERNAND MOUREAUX;;;14360;TROUVILLE SUR MER;14715;FRANCE;49.3616;0.0865;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02389A;149380;LISIEUX HAUTEVILLE BP;Bureau de Poste;;RUE PIERRE CORNEILLE;;;14100;LISIEUX;14366;FRANCE;49.142492;0.240125;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02390A;149390;CAEN GAMBETTA;Bureau de Poste;;2 RUE GEORGES LEBRET;;;14000;CAEN;14118;FRANCE;49.180098;-0.364058;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02391A;149450;CAEN CHEMIN VERT BP;Bureau de Poste;;9 RUE PIERRE CORNEILLE;;;14000;CAEN;14118;FRANCE;49.192593;-0.391544;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02392A;149490;CAEN PIERRE HEUZE BP;Bureau de Poste;;13 PLACE CHAMPLAIN; ; ;14000;CAEN;14118;FRANCE;49.198096;-0.347251;Géocodé au numéro;3631;;Oui;;Oui;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02394A;149540;CAEN LA FOLIE COUVRECHEF BP;Bureau de Poste;;5 RUE DES BOUTIQUES;;;14000;CAEN;14118;FRANCE;49.202395;-0.37951;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02397A;150010;ALLANCHE AP;Agence postale intercommunale;02480A;19 RUE DES FORGERONS;;;15160;ALLANCHE;15001;FRANCE;45.230119;2.934129;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02398A;150030;ALLY AP;Agence postale communale;02452A;4 PLACE DE L EGLISE;;;15700;ALLY;15003;FRANCE;45.17375;2.314396;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02399A;150060;ANGLARDS DE SALERS AP;Agence postale communale;02452A;LE BOURG;;;15380;ANGLARDS DE SALERS;15006;FRANCE;45.203292;2.439949;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02401A;150100;ARCHES AP;Agence postale communale;02452A;LE BOURG;;;15200;ARCHES;15010;FRANCE;45.306495773;2.327563043;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02402A;150120;ARPAJON SUR CERE;Bureau de Poste;;2 AVENUE JEAN JAURES;;;15130;ARPAJON SUR CERE;15012;FRANCE;44.902085;2.459519;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02404A;150140;AURILLAC JORDANNE;Bureau de Poste;;10 RUE SALVADOR ALLENDE;;;15000;AURILLAC;15014;FRANCE;44.920393;2.438303;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02405A;150160;AYRENS AP;Agence postale communale;02404A;LE BOURG;;;15250;AYRENS;15016;FRANCE;44.984974566;2.3271170113;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02406A;150210;BOISSET AP;Agence postale communale;02402A;LE BOURG;;;15600;BOISSET;15021;FRANCE;44.782574;2.254215;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02407A;150270;CALVINET AP;Agence postale communale;02402A;39 RUE DE LA CHATAIGNERAIE;LE BOURG;CALVINET;15340;PUYCAPEL;15027;FRANCE;44.717494001113;2.3591109999651;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02408A;150290;CASSANIOUZE AP;Agence postale communale;02402A;1 PLACE STE CROIX;;LE BOURG;15340;CASSANIOUZE;15029;FRANCE;44.691228666;2.3844911179;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02409A;150300;CAYROLS AP;Agence postale communale;02402A;1 PLACE DU 19 MARS 1962;;;15290;CAYROLS;15030;FRANCE;44.830803;2.233818;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02410A;150350;CHALINARGUES NEUSSARGUES EN PINA AP;Agence postale communale;02480A;4 ROUTE DE RACHALDRAT; ; ;15170;CHALINARGUES;15141;FRANCE;45.154744838778;2.9342938734838;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02411A;150360;CHALVIGNAC AP;Agence postale communale;02452A;LE BOURG;;;15200;CHALVIGNAC;15036;FRANCE;45.240795;2.245825;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02412A;150370;CHAMPAGNAC AP;Agence postale communale;02452A;LE BOURG;REGROUPEMENT COMMERCIAL ET DE SERVICES;;15350;CHAMPAGNAC;15037;FRANCE;45.356763;2.39907;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02413A;150380;CHAMPS SUR TARENTAINE BP;Bureau de Poste;;10 PLACE DE L EGLISE; ; ;15270;CHAMPS SUR TARENTAINE MARCHAL;15038;FRANCE;45.395122;2.561081;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02416A;150420;LA CHAPELLE LAURENT AP;Agence postale communale;02480A;LE BOURG;;;15500;LA CHAPELLE LAURENT;15042;FRANCE;45.177698;3.24304;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02417A;150430;USSEL AP;Agence postale communale;02480A;LE BOURG;;;15300;USSEL;15244;FRANCE;45.080613;2.935081;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02419A;150450;CHAUDES AIGUES BP;Bureau de Poste;;11 PLACE DU MARCHE; ; ;15110;CHAUDES AIGUES;15045;FRANCE;44.853341;3.002848;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02420A;150460;CHAUSSENAC AP;Agence postale communale;02452A;6 RUE DE LA MAIRIE;;;15700;CHAUSSENAC;15046;FRANCE;45.177263;2.278591;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02422A;150490;CHEYLADE AP;Agence postale communale;02452A;LE BOURG;;;15400;CHEYLADE;15049;FRANCE;45.209572;2.717106;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02423A;150500;LE CLAUX AP;Agence postale communale;02452A;LE BOURG;;;15400;LE CLAUX;15050;FRANCE;45.159009;2.705916;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02424A;150530;COLTINES AP;Agence postale communale;02480A;LE BOURG;;;15170;COLTINES;15053;FRANCE;45.091574;2.987012;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02425A;150540;CONDAT BP;Bureau de Poste;;1 PLACE MARIE AIMEE MERAVILLE; ;;15190;CONDAT;15054;FRANCE;45.341655;2.758358;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02426A;150560;FAVEROLLES VAL D ARCOMIE AP;Agence postale communale;02480A;11 PLACE DE LA MAIRIE;MAIRIE;FAVEROLLES;15320;VAL D ARCOMIE;15108;FRANCE;44.9406;3.146;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02429A;150610;DIENNE AP;Agence postale communale;02480A;AU BOURG;;;15300;DIENNE;15061;FRANCE;45.158311;2.787817;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02430A;150630;DRUGEAC AP;Agence postale communale;02452A;LE BOURG;;;15140;DRUGEAC;15063;FRANCE;45.166982325;2.3856813631;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02431A;150660;LE FALGOUX AP;Agence postale communale;02452A;LE BOURG;;;15380;LE FALGOUX;15066;FRANCE;45.155691355;2.6223275251;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02432A;150690;FERRIERES ST MARY AP;Agence postale communale;02480A;LE BOURG;;;15170;FERRIERES ST MARY;15069;FRANCE;45.18321;3.0591;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02433A;150700;FONTANGES AP;Agence postale communale;02452A;LE BOURG;;;15140;FONTANGES;15070;FRANCE;45.113147858;2.5008256693;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02434A;150820;JUNHAC AP;Agence postale communale;02402A;LE BOURG;;;15120;JUNHAC;15082;FRANCE;44.714666;2.453359;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02435A;150830;JUSSAC BP;Bureau de Poste;;5 ALLEE DES PAVILLONS; ; ;15250;JUSSAC;15083;FRANCE;44.988084;2.422328;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02436A;150850;LABROUSSE AP;Agence postale communale;02402A;3 PLACE DE LA FONTAINE;PLACE DE LA FONTAINE ;;15130;LABROUSSE;15085;FRANCE;44.856272;2.54111;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02437A;150860;LACAPELLE BARRES AP;Agence postale communale;02480A;LE BOURG;;;15230;LACAPELLE BARRES;15086;FRANCE;44.934634;2.723445;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02438A;150890;LADINHAC AP;Agence postale communale;02402A;1 PLACE CELINA ESQUIROU;;;15120;LADINHAC;15089;FRANCE;44.755022244597;2.5089296811682;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02439A;150900;LAFEUILLADE EN VEZIE BP;Bureau de Poste;;3 ESPACE GERAUD CANIS;;;15130;LAFEUILLADE EN VEZIE;15090;FRANCE;44.788502;2.459473;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02440A;150920;LANOBRE AP;Agence postale communale;02452A;115 RUE GEORGES POMPIDOU;;;15270;LANOBRE;15092;FRANCE;45.4365;2.534836;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02442A;150960;LASCELLE AP;Agence postale communale;02404A;1 rue du Puy;;;15590;LASCELLE MANDAILLES;15096;FRANCE;45.021899;2.57511;Géocodé au centre de la commune;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02443A;151010;LAVEISSIERE AP;Agence postale communale;02480A;38 RUE DE PEYRE ARSE;;;15300;LAVEISSIERE;15101;FRANCE;45.116518;2.807185;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02444A;151040;LEYNHAC AP;Agence postale communale;02402A;LE BOURG;;;15600;LEYNHAC;15104;FRANCE;44.740174;2.300869;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02446A;151090;LOUPIAC SAINT CHRISTOPHE AP;Agence postale communale;02452A;LE BOURG;;LOUPIAC;15700;PLEAUX;15153;FRANCE;45.102212;2.29395;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02447A;151100;LUGARDE AP;Agence postale communale;02452A;PLACE DE L EGLISE;;;15190;LUGARDE;15110;FRANCE;45.287701236;2.760439336;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02448A;151140;MARCENAT AP;Agence postale communale;02452A;3 RUE DU FLORAC;MAISON DES SERVICES;;15190;MARCENAT;15114;FRANCE;45.307292454;2.8279;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02451A;151190;MASSIAC BP;Bureau de Poste;;17 AVENUE DU GENERAL DE GAULLE; ; ;15500;MASSIAC;15119;FRANCE;45.251858;3.197201;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02452A;151200;MAURIAC;Bureau de Poste;;AVENUE FERNAND TALANDIER;;;15200;MAURIAC;15120;FRANCE;45.218649;2.335697;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02453A;151220;MAURS BP;Bureau de Poste;;92 RUE TOUR DE VILLE;;;15600;MAURS;15122;FRANCE;44.710971;2.199443;Géocodé au numéro;3631;;Oui;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02454A;151240;MENET AP;Agence postale communale;02452A;LE BOURG;;;15400;MENET;15124;FRANCE;45.295948;2.587384;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02455A;151270;MOLOMPIZE AP;Agence postale communale;02480A;PLACE CHARLES DE GAULLE;;;15500;MOLOMPIZE;15127;FRANCE;45.230975;3.125976;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02456A;151290;MONTBOUDIF AP;Agence postale communale;02452A;LE BOURG;;;15190;MONTBOUDIF;15129;FRANCE;45.371634667;2.7324948049;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02457A;151310;LE MONTEIL AP;Agence postale communale;02452A;LE BOURG;;;15240;LE MONTEIL;15131;FRANCE;45.298638;2.49988;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02458A;151340;MONTSALVY BP;Bureau de Poste;;RUE DU TOUR DE VILLE; ; ;15120;MONTSALVY;15134;FRANCE;44.707809;2.499593;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02459A;151370;MOUSSAGES AP;Agence postale communale;02452A;3 RUE SAINT BARTHELEMY;;;15380;MOUSSAGES;15137;FRANCE;45.237703;2.470685;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02460A;151380;MURAT BP;Bureau de Poste;;1 RUE DU FAUBOURG NOTRE DAME; ; ;15300;MURAT;15138;FRANCE;45.110973;2.869665;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02461A;151400;NAUCELLES BP;Bureau de Poste;;LE BOURG; ; ;15250;NAUCELLES;15140;FRANCE;44.956320482;2.4211073006;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02462A;151410;NEUSSARGUES MOISSAC BP;Bureau de Poste;;6 PLACE ADMINISTRATIVE; ; ;15170;NEUSSARGUES MOISSAC;15141;FRANCE;45.126195;2.978279;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02463A;151420;NEUVEGLISE BP;Bureau de Poste;;PLACE DU BOURG;;;15260;NEUVEGLISE;15142;FRANCE;44.927741;2.984171;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02464A;151470;PARLAN AP;Agence postale communale;02402A;LE BOURG;;;15290;PARLAN;15147;FRANCE;44.829524;2.173353;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02467A;151530;PLEAUX BP;Bureau de Poste;;PLACE GEORGES POMPIDOU; ; ;15700;PLEAUX;15153;FRANCE;45.133819;2.225934;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02468A;151540;POLMINHAC AP;Agence postale communale;02402A;21 RUE DE LA GARE;;;15800;POLMINHAC;15154;FRANCE;44.951626;2.576838;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02470A;151620;RIOM ES MONTAGNES BP;Bureau de Poste;;11 PLACE DU MONUMENT; ; ;15400;RIOM ES MONTAGNES;15162;FRANCE;45.282746;2.659487;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02471A;151630;ROANNES ST MARY AP;Agence postale communale;02402A;1 Place de la Mairie;Le Bourg;;15220;ROANNES ST MARY;15163;FRANCE;44.856591;2.389881;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02472A;151650;ROUFFIAC AP;Agence postale communale;02404A;LE BOURG;Le bourg ;;15150;ROUFFIAC;15165;FRANCE;45.022799;2.13708;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02473A;151680;RUYNES EN MARGERIDE AP;Agence postale intercommunale;02480A;PLACE DU 10 JUIN 1944;;;15320;RUYNES EN MARGERIDE;15168;FRANCE;45.001463;3.223682;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02475A;151700;SAINT AMANDIN AP;Agence postale communale;02452A;LE BOURG;;;15190;ST AMANDIN;15170;FRANCE;45.343143016;2.6939149215;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02476A;151740;SAINT BONNET DE SALERS AP;Agence postale communale;02452A;LE BOURG;;;15140;ST BONNET DE SALERS;15174;FRANCE;45.159599783;2.453547881;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02477A;151750;SAINT CERNIN AP;Agence postale communale;02404A;10 RUE DE LA MAIRIE;;;15310;ST CERNIN;15175;FRANCE;45.0579;2.4214;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02479A;151810;SAINT CONSTANT AP;Agence postale communale;02402A;19 RUE DU VIEUX BOURG; ;ST CONSTANT;15600;ST CONSTANT FOURNOULES;15181;FRANCE;44.684303635974;2.230634554414;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02480A;151870;SAINT FLOUR;Bureau de Poste;;3 AVENUE DU DOCTEUR MALLET;;;15100;ST FLOUR;15187;FRANCE;45.032997;3.086449;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02481A;151910;SAINT ILLIDE AP;Agence postale communale;02404A;LE BOURG;;;15310;ST ILLIDE;15191;FRANCE;45.061721;2.314759;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02482A;151920;SAINT JACQUES DES BLATS AP;Agence postale communale;02402A;ROUTE NATIONALE;;;15800;ST JACQUES DES BLATS;15192;FRANCE;45.052882;2.711015;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02483A;151960;SAINT MAMET LA SALVETAT BP;Bureau de Poste;;LE BOURG; ; ;15220;ST MAMET LA SALVETAT;15196;FRANCE;44.857084;2.304636;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02484A;152000;SAINT MARTIN CANTALES AP;Agence postale communale;02452A;LE BOURG;;;15140;ST MARTIN CANTALES;15200;FRANCE;45.091898;2.303177;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02486A;152020;SAINT MARTIN VALMEROUX BP;Bureau de Poste;;RUE DU BAILLIAGE; ; ;15140;ST MARTIN VALMEROUX;15202;FRANCE;45.11655;2.427085;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
02488A;152070;SAINT PONCY AP;Agence postale communale;02480A;LE BOURG;;;15500;ST PONCY;15207;FRANCE;45.16516;3.185662;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02490A;152130;SAINT SATURNIN AP;Agence postale communale;02452A;LE BOURG;;;15190;ST SATURNIN;15213;FRANCE;45.255197209;2.7953218664;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02493A;152190;SALERS BP;Bureau de Poste;;PLACE TYSSANDIER D ESCOUS;;;15140;SALERS;15219;FRANCE;45.137895;2.493565;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
